gender,age,home,income,motivation,workday,wkendday,hobby
남자,50,강원도,300만원 이상 500만원 미만,건강 관리를 위해,2,2,조깅
여자,30,세종특별자치시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,4,조깅
여자,50,인천광역시,700만원 이상,건강 관리를 위해,4,8,조깅
남자,60,전라도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,조깅
여자,60,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,5,조깅
남자,40,충청도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,6,조깅
여자,40,충청도,300만원 미만,스트레스 해소를 위해,3,18,조깅
여자,40,경기도,300만원 미만,자기만족-즐거움을 위해,5,5,조깅
여자,30,경상도,무응답,건강 관리를 위해,2,3,조깅
남자,40,전라도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,10,조깅
남자,40,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,1,3,조깅
여자,60,부산광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,4,7,조깅
여자,60,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,6,6,조깅
남자,60,강원도,300만원 이상 500만원 미만,건강 관리를 위해,2,14,조깅
여자,50,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,2,조깅
남자,50,경기도,300만원 이상 500만원 미만,대인 관계-교제를 위해,3,5,조깅
여자,50,충청도,700만원 이상,건강 관리를 위해,1,3,조깅
남자,60,광주광역시,500만원 이상 700만원 미만,건강 관리를 위해,5,8,조깅
여자,60,강원도,300만원 미만,건강 관리를 위해,3,6,조깅
남자,50,경기도,300만원 미만,스트레스 해소를 위해,0,0,조깅
남자,50,충청도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,3,8,조깅
남자,30,경기도,300만원 미만,마음의 안정-휴식을 위해,6,6,조깅
여자,40,인천광역시,300만원 이상 500만원 미만,건강 관리를 위해,1,2,조깅
여자,20,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,5,조깅
여자,30,대구광역시,무응답,남는 시간을 보내기 위해,5,12,조깅
남자,40,대전광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,5,조깅
남자,60,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,3,8,조깅
여자,50,부산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,2,조깅
여자,60,부산광역시,700만원 이상,마음의 안정-휴식을 위해,3,6,조깅
남자,60,서울특별시,300만원 미만,건강 관리를 위해,5,5,조깅
남자,30,전라도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,1,조깅
남자,60,부산광역시,300만원 이상 500만원 미만,건강 관리를 위해,2,4,조깅
여자,40,광주광역시,300만원 미만,스트레스 해소를 위해,2,5,조깅
남자,40,경상도,300만원 이상 500만원 미만,건강 관리를 위해,1,2,조깅
남자,60,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,10,조깅
여자,60,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,1,조깅
남자,50,경기도,300만원 미만,건강 관리를 위해,3,3,조깅
여자,60,제주특별자치도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,2,조깅
여자,60,부산광역시,700만원 이상,자기만족-즐거움을 위해,3,3,조깅
남자,20,경기도,300만원 이상 500만원 미만,자기 계발을 위해,2,4,조깅
남자,40,서울특별시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,조깅
남자,40,인천광역시,500만원 이상 700만원 미만,대인 관계-교제를 위해,7,7,조깅
남자,60,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,1,4,조깅
남자,40,전라도,300만원 이상 500만원 미만,자기 계발을 위해,2,4,조깅
여자,20,대전광역시,무응답,자기만족-즐거움을 위해,2,2,조깅
여자,50,충청도,700만원 이상,스트레스 해소를 위해,12,10,조깅
여자,40,충청도,500만원 이상 700만원 미만,건강 관리를 위해,3,3,조깅
남자,50,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,1,2,조깅
여자,60,충청도,300만원 미만,마음의 안정-휴식을 위해,18,6,조깅
남자,50,경기도,무응답,자기 계발을 위해,2,2,조깅
남자,40,부산광역시,700만원 이상,건강 관리를 위해,4,8,조깅
여자,30,경기도,300만원 미만,마음의 안정-휴식을 위해,2,5,조깅
남자,60,전라도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,1,6,조깅
남자,50,부산광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,1,조깅
남자,50,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,8,조깅
여자,60,울산광역시,300만원 이상 500만원 미만,건강 관리를 위해,2,2,조깅
남자,50,대구광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,2,조깅
여자,60,서울특별시,무응답,자기만족-즐거움을 위해,4,2,조깅
여자,50,부산광역시,300만원 미만,스트레스 해소를 위해,3,3,조깅
여자,40,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,3,조깅
남자,30,경기도,무응답,스트레스 해소를 위해,1,3,조깅
남자,40,경기도,700만원 이상,자기만족-즐거움을 위해,4,15,조깅
여자,40,전라도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,1,조깅
남자,60,강원도,300만원 이상 500만원 미만,건강 관리를 위해,3,8,조깅
여자,30,서울특별시,무응답,대인 관계-교제를 위해,3,10,조깅
여자,60,충청도,700만원 이상,건강 관리를 위해,2,4,조깅
여자,50,대구광역시,700만원 이상,마음의 안정-휴식을 위해,2,4,조깅
여자,50,인천광역시,300만원 이상 500만원 미만,건강 관리를 위해,2,8,조깅
여자,60,경상도,300만원 미만,자기만족-즐거움을 위해,3,3,조깅
여자,50,충청도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,8,조깅
여자,60,인천광역시,700만원 이상,마음의 안정-휴식을 위해,1,5,조깅
여자,60,충청도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,6,8,조깅
남자,50,부산광역시,300만원 미만,건강 관리를 위해,10,16,조깅
여자,60,광주광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,8,8,조깅
남자,60,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,1,4,조깅
남자,50,경상도,300만원 이상 500만원 미만,자기 계발을 위해,5,4,조깅
여자,40,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,5,조깅
여자,60,충청도,300만원 이상 500만원 미만,건강 관리를 위해,1,1,조깅
여자,60,부산광역시,700만원 이상,자기 계발을 위해,2,2,조깅
여자,60,대전광역시,300만원 미만,건강 관리를 위해,4,7,조깅
남자,50,경기도,700만원 이상,자기만족-즐거움을 위해,5,10,조깅
여자,40,부산광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,3,조깅
여자,60,경상도,300만원 이상 500만원 미만,건강 관리를 위해,8,12,조깅
남자,50,서울특별시,500만원 이상 700만원 미만,건강 관리를 위해,2,4,조깅
여자,30,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,8,조깅
남자,40,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,2,2,조깅
여자,50,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,2,전통예술
여자,40,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,1,1,전통예술
남자,30,충청도,300만원 이상 500만원 미만,자기 계발을 위해,1,1,전통예술
여자,30,경기도,300만원 미만,자기 계발을 위해,1,2,전통예술
여자,60,경기도,300만원 이상 500만원 미만,자기 계발을 위해,3,2,전통예술
여자,50,충청도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,자전거
남자,60,제주특별자치도,500만원 이상 700만원 미만,건강 관리를 위해,2,4,자전거
여자,50,서울특별시,700만원 이상,대인 관계-교제를 위해,16,16,자전거
남자,60,경상도,300만원 이상 500만원 미만,건강 관리를 위해,2,6,자전거
남자,40,경상도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,3,10,자전거
여자,60,전라도,300만원 미만,가족-지인 등과 시간을 보내기 위해,2,1,자전거
남자,60,경기도,300만원 미만,건강 관리를 위해,6,7,자전거
여자,60,서울특별시,700만원 이상,자기 계발을 위해,3,5,자전거
남자,40,서울특별시,700만원 이상,마음의 안정-휴식을 위해,1,3,자전거
남자,60,전라도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,16,자전거
여자,40,부산광역시,무응답,가족-지인 등과 시간을 보내기 위해,5,8,자전거
남자,50,인천광역시,500만원 이상 700만원 미만,스트레스 해소를 위해,2,8,자전거
여자,50,제주특별자치도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,5,자전거
남자,40,대구광역시,300만원 이상 500만원 미만,건강 관리를 위해,2,4,자전거
남자,20,경상도,300만원 미만,스트레스 해소를 위해,2,14,자전거
남자,40,경기도,300만원 이상 500만원 미만,건강 관리를 위해,6,8,자전거
남자,20,서울특별시,300만원 미만,자기만족-즐거움을 위해,3,5,자전거
남자,20,서울특별시,300만원 이상 500만원 미만,스트레스 해소를 위해,3,3,자전거
여자,40,울산광역시,300만원 이상 500만원 미만,건강 관리를 위해,2,4,자전거
남자,60,전라도,300만원 미만,자기만족-즐거움을 위해,3,4,자전거
남자,50,인천광역시,700만원 이상,자기만족-즐거움을 위해,1,2,자전거
여자,30,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,5,자전거
남자,40,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,4,자전거
남자,30,경상도,300만원 미만,마음의 안정-휴식을 위해,2,5,자전거
여자,40,울산광역시,300만원 미만,마음의 안정-휴식을 위해,2,2,자기계발
남자,50,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,3,5,자기계발
여자,60,충청도,300만원 이상 500만원 미만,자기 계발을 위해,5,10,자기계발
여자,50,경기도,700만원 이상,자기만족-즐거움을 위해,3,2,자기계발
여자,30,충청도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,4,1,자기계발
남자,20,광주광역시,300만원 미만,자기 계발을 위해,5,5,자기계발
남자,50,경상도,500만원 이상 700만원 미만,대인 관계-교제를 위해,4,8,자기계발
여자,50,울산광역시,300만원 미만,마음의 안정-휴식을 위해,1,1,자기계발
남자,30,인천광역시,300만원 미만,자기만족-즐거움을 위해,2,3,자기계발
남자,40,경상도,700만원 이상,자기 계발을 위해,6,10,자기계발
여자,30,부산광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,4,자기계발
남자,30,서울특별시,700만원 이상,대인 관계-교제를 위해,2,6,자기계발
여자,50,경기도,300만원 미만,자기 계발을 위해,2,4,자기계발
남자,50,경기도,300만원 미만,자기만족-즐거움을 위해,18,18,자기계발
남자,60,전라도,300만원 미만,대인 관계-교제를 위해,5,5,자기계발
여자,40,전라도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,0,3,자기계발
여자,50,강원도,무응답,자기 계발을 위해,4,5,자기계발
여자,40,대구광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,4,4,자기계발
여자,40,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,1,자기계발
여자,40,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,4,4,자기계발
여자,50,서울특별시,700만원 이상,마음의 안정-휴식을 위해,2,5,자기계발
남자,50,경기도,300만원 이상 500만원 미만,자기 계발을 위해,3,5,자기계발
남자,60,전라도,300만원 미만,가족-지인 등과 시간을 보내기 위해,7,7,자기계발
여자,40,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,2,자기계발
남자,30,울산광역시,300만원 미만,스트레스 해소를 위해,3,3,인테리어
남자,30,강원도,300만원 미만,남는 시간을 보내기 위해,3,14,인테리어
남자,20,인천광역시,300만원 이상 500만원 미만,대인 관계-교제를 위해,5,4,인테리어
남자,30,인천광역시,300만원 이상 500만원 미만,자기 계발을 위해,1,3,인테리어
남자,30,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,2,인테리어
여자,40,충청도,300만원 미만,자기 계발을 위해,4,5,인테리어
여자,60,경상도,300만원 이상 500만원 미만,자기 계발을 위해,2,2,인테리어
남자,20,세종특별자치시,700만원 이상,남는 시간을 보내기 위해,7,6,인테리어
남자,40,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,7,15,인테리어
남자,30,충청도,300만원 미만,마음의 안정-휴식을 위해,5,12,음주
남자,20,광주광역시,무응답,자기만족-즐거움을 위해,16,16,음주
여자,20,경상도,무응답,자기만족-즐거움을 위해,3,10,음주
여자,30,경상도,300만원 이상 500만원 미만,스트레스 해소를 위해,1,3,음주
